employee_id,fullname,nip,years_of_service_months,company,area,position,department,division,directorate,grade,education,major,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100972,Dian Lukman,620442.0,72,PT Mandala Distribution Center,HQ,Data Analyst,Marketing,Talent Management,Technology,IV,S2,Statistics,37.0,66.0,CS,conscientious-steadiness,ESFJ,109.51351351351352,27.464839094159714,7
EMP100973,Anisa Wijaya,231132.0,45,PT Aurora Beauty Indonesia,Plant,Brand Executive,IT,Sales,HR & Corp Affairs,IV,D3,Statistics,58.0,76.0,SD,steadiness-dominant,ENTJ,114.0,28.0,9
EMP100974,Luthfi Lestari,203287.0,43,PT VASKA Wellness,Store,Data Analyst,Marketing,Operations,Technology,III,D3,Engineering,35.0,22.0,IS,influencer-steadiness,INFJ,109.51351351351352,27.464839094159714,6
EMP100975,Dwi Maulida,454327.0,75,PT Lumo Cosmetics Asia,HQ,Brand Executive,R&D,Operations,Commercial,V,SMA,Business,36.0,70.0,DI,dominant-influencer,ISFJ,109.51351351351352,38.0,7
EMP100976,Budi Suharto,489743.0,72,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Talent Management,Technology,IV,SMA,Business,50.0,99.0,DI,dominant-influencer,ENTP,92.0,20.0,9
EMP100977,Rifqi Syahputra,522498.0,49,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Sales,Commercial,V,D3,Statistics,28.0,73.0,IC,influencer-conscientious,ISTJ,109.51351351351352,27.464839094159714,3
EMP100978,Ari Aji Pratama,944946.0,8,PT Mandala Distribution Center,Distribution,Finance Officer,Operations,Sales,Technology,V,S1,Statistics,35.0,84.0,ID,influencer-dominant,INTJ,134.0,27.0,10
EMP100979,Anisa Mahardika Pradana,249918.0,87,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,27.0,24.0,SC,steadiness-conscientious,ENTP,111.0,25.0,8
EMP100980,Evi Nabila Siregar,634952.0,39,PT Aurora Beauty Indonesia,Store,Supply Planner,Finance,Product Dev,HR & Corp Affairs,IV,D3,Economics,65.0,22.0,SC,steadiness-conscientious,ENTP,124.0,30.0,2
EMP100981,Bayu Anugrah Sinaga,919986.0,66,PT Aurora Beauty Indonesia,HQ,Finance Officer,IT,Operations,Commercial,III,S1,Economics,67.0,56.0,IC,influencer-conscientious,ISFP,138.0,28.0,6
EMP100982,Hana Wijaya,209571.0,15,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Talent Management,Technology,V,D3,Business,62.0,21.0,DC,dominant-conscientious,ISTP,94.0,35.0,1
EMP100983,Iman Mahardika Utami,573134.0,67,PT Aurora Beauty Indonesia,Store,Finance Officer,Finance,Operations,Technology,V,D3,Design,48.0,94.0,CD,conscientious-dominant,INTP,120.0,26.0,3
EMP100984,Wulan Zulfikar Lestari,434006.0,33,PT Mandala Distribution Center,HQ,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,III,S2,Business,44.0,64.0,SC,steadiness-conscientious,ESTJ,118.0,24.0,6
EMP100985,Sari Halim Fauziah,364648.0,27,PT Lumo Cosmetics Asia,Store,Finance Officer,IT,Digital Marketing,Technology,III,SMA,Economics,36.0,81.0,SI,steadiness-influencer,ISFJ,89.0,29.0,6
EMP100986,Novi Tamba,893147.0,65,PT Mandala Distribution Center,HQ,Finance Officer,HR,Digital Marketing,Technology,V,S2,Psychology,59.0,70.0,DI,dominant-influencer,ESTJ,101.0,16.0,9
EMP100987,Prasetyo Purnama,105970.0,44,PT VASKA Wellness,Plant,Brand Executive,Marketing,Digital Marketing,Commercial,V,S1,Design,39.0,26.0,ID,influencer-dominant,ENFJ,109.51351351351352,27.464839094159714,2
EMP100988,Prasetyo Zulfikar,195840.0,40,PT VASKA Wellness,HQ,Data Analyst,R&D,Product Dev,HR & Corp Affairs,IV,S2,Business,47.0,23.0,DS,dominant-steadiness,ESTP,116.0,18.0,6
EMP100989,Hadi Yudhistira Siregar,213873.0,38,PT Mandala Distribution Center,Distribution,Sales Supervisor,Operations,Operations,Commercial,III,S2,Design,92.0,35.0,CS,conscientious-steadiness,INFP,109.0,22.0,5
EMP100990,Oka Ananda,789945.0,59,PT Mandala Distribution Center,Plant,Supply Planner,Marketing,Operations,Technology,III,D3,Statistics,40.0,32.0,DI,dominant-influencer,ESTJ,109.51351351351352,27.464839094159714,3
EMP100991,Lestari Lukman,391389.0,35,PT Mandala Distribution Center,Store,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,D3,Design,64.0,41.0,CI,conscientious-influencer,INFJ,109.51351351351352,27.464839094159714,9
EMP100992,Kurnia Tamba,705683.0,50,PT VASKA Wellness,HQ,Data Analyst,Operations,Product Dev,HR & Corp Affairs,III,D3,Statistics,22.0,29.0,IC,influencer-conscientious,ISTJ,109.51351351351352,31.0,10
EMP100993,Wulan Purnama,997446.0,36,PT Aurora Beauty Indonesia,Store,Data Analyst,Operations,Talent Management,Technology,V,S2,Economics,40.0,97.0,DI,dominant-influencer,INFJ,127.0,26.0,2
EMP100994,Rizka Kusuma Rahmawati,632384.0,80,PT VASKA Wellness,Distribution,HRBP,HR,Operations,Commercial,IV,S2,Psychology,62.0,75.0,SC,steadiness-conscientious,INTJ,136.0,34.0,8
EMP100995,Anisa Ramadhan,964845.0,90,PT Aurora Beauty Indonesia,Store,Data Analyst,HR,Operations,Commercial,V,S2,Psychology,35.0,52.0,SD,steadiness-dominant,ESTJ,117.0,30.0,7
EMP100996,Anisa Saputra,218963.0,56,PT VASKA Wellness,Distribution,Brand Executive,HR,Operations,Commercial,IV,D3,Engineering,98.0,84.0,SD,steadiness-dominant,ESTJ,106.0,43.0,8
EMP100997,Dwi Setiawan,675998.0,88,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Operations,Commercial,III,D3,Statistics,85.0,28.0,IC,influencer-conscientious,ISTP,105.0,27.0,8
EMP100998,Citra Pratama,311233.0,60,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Operations,Operations,HR & Corp Affairs,IV,SMA,Engineering,43.0,73.0,CI,conscientious-influencer,ISFJ,102.0,31.0,5
EMP100999,Rani Pratama,752447.0,7,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Sales,Technology,III,S2,Economics,45.0,35.0,CS,conscientious-steadiness,Unknown,136.0,23.0,2
EMP101000,Eko Maulida,230470.0,27,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Sales,Technology,IV,S1,Psychology,80.0,59.0,ID,influencer-dominant,ESFP,116.0,34.0,9
EMP101001,Maya Siregar,771179.0,42,PT VASKA Wellness,Plant,Data Analyst,Finance,Talent Management,HR & Corp Affairs,IV,SMA,Economics,54.0,49.0,SC,steadiness-conscientious,INFJ,119.0,17.0,10
EMP101002,Hadi Pratama,731877.0,72,PT VASKA Wellness,Distribution,Data Analyst,HR,Sales,HR & Corp Affairs,III,SMA,Engineering,26.0,74.0,CS,conscientious-steadiness,Unknown,85.0,24.0,9
EMP101003,Bella Utama Zulfikar,991012.0,55,PT VASKA Wellness,Plant,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,III,S1,Engineering,90.0,74.0,DI,dominant-influencer,ISFP,100.0,29.0,6
EMP101004,Kurnia Ananda,928551.0,76,PT Mandala Distribution Center,HQ,HRBP,Operations,Talent Management,Technology,IV,SMA,Economics,34.0,28.0,SC,steadiness-conscientious,ISFP,83.0,32.0,9
EMP101005,Eko Ganesha Kurniawan,616390.0,25,PT VASKA Wellness,Plant,Sales Supervisor,Finance,Product Dev,HR & Corp Affairs,III,S2,Psychology,23.0,75.0,ID,influencer-dominant,Unknown,115.0,17.0,4
EMP101006,Yuni Pratama,942625.0,68,PT Aurora Beauty Indonesia,Store,Sales Supervisor,HR,Talent Management,Technology,III,SMA,Psychology,71.0,40.0,SI,steadiness-influencer,ENFP,132.0,24.0,4
EMP101007,Prasetyo Subekti,794481.0,55,PT Mandala Distribution Center,HQ,Data Analyst,HR,Talent Management,Technology,V,SMA,Economics,82.0,45.0,SI,steadiness-influencer,ISTJ,85.0,33.0,3
EMP101008,Oka Putra,257490.0,98,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Product Dev,Commercial,III,SMA,Economics,63.0,62.0,SC,steadiness-conscientious,ISFJ,138.0,17.0,7
EMP101009,Lestari Dharma Herlambang,708873.0,46,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Product Dev,Technology,III,SMA,Economics,50.0,42.0,SD,steadiness-dominant,INTJ,88.0,15.0,9
EMP101010,Nabila Santoso,749823.0,97,PT Mandala Distribution Center,Plant,Brand Executive,R&D,Digital Marketing,Commercial,V,SMA,Economics,63.0,30.0,CD,conscientious-dominant,INTP,125.0,35.0,9
EMP101011,Wahyu Jatmiko Siregar,828769.0,42,PT VASKA Wellness,Plant,Brand Executive,HR,Operations,Technology,V,SMA,Engineering,72.0,48.0,CD,conscientious-dominant,ESFJ,134.0,28.0,5
EMP101012,Prasetyo Ginting,549422.0,56,PT VASKA Wellness,Distribution,HRBP,Marketing,Product Dev,HR & Corp Affairs,IV,D3,Economics,29.0,85.0,DC,dominant-conscientious,ISTP,109.51351351351352,27.464839094159714,9
EMP101013,Putri Pratomo,779125.0,69,PT Aurora Beauty Indonesia,Store,HRBP,HR,Digital Marketing,Technology,IV,D3,Design,32.0,86.0,CS,conscientious-steadiness,ENTP,89.0,32.0,4
EMP101014,Nurlita Salsabila,338900.0,35,PT VASKA Wellness,Distribution,Brand Executive,HR,Digital Marketing,Commercial,III,S1,Economics,70.0,28.0,DC,dominant-conscientious,ESTP,130.0,39.0,10
EMP101015,Umar Wijaya,547334.0,28,PT Lumo Cosmetics Asia,Plant,HRBP,Finance,Talent Management,Technology,III,SMA,Engineering,56.0,98.0,IS,influencer-steadiness,ENFP,118.0,28.0,5
EMP101016,Vania Pratomo,117075.0,80,PT VASKA Wellness,HQ,Finance Officer,IT,Product Dev,HR & Corp Affairs,III,SMA,Economics,85.0,79.0,CI,conscientious-influencer,INTP,117.0,20.0,5
EMP101017,Nugroho Lestari Gunawan,578511.0,0,PT VASKA Wellness,Plant,Finance Officer,HR,Sales,HR & Corp Affairs,V,S1,Design,68.0,93.0,DI,dominant-influencer,ISFP,140.0,17.0,8
EMP101018,Rani Kusuma,393025.0,41,PT VASKA Wellness,HQ,Supply Planner,R&D,Operations,Commercial,III,S1,Psychology,56.0,65.0,SC,steadiness-conscientious,ESFJ,120.0,27.0,9
EMP101019,Hadi Mahardika Ridwan,906909.0,39,PT Aurora Beauty Indonesia,Plant,Brand Executive,Operations,Operations,HR & Corp Affairs,III,S2,Statistics,44.0,68.0,DI,dominant-influencer,ENTP,107.0,27.0,9
EMP101020,Wahyu Hidayat,148986.0,68,PT Aurora Beauty Indonesia,Store,HRBP,HR,Sales,Commercial,V,D3,Engineering,82.0,85.0,IS,influencer-steadiness,ESTJ,93.0,31.0,8
EMP101021,Rani Fadillah Maulana,379798.0,8,PT Lumo Cosmetics Asia,Store,Sales Supervisor,R&D,Product Dev,Technology,V,SMA,Economics,48.0,60.0,SC,steadiness-conscientious,Unknown,135.0,28.0,10
EMP101022,Hadi Siregar,134033.0,65,PT VASKA Wellness,Distribution,Supply Planner,Marketing,Talent Management,Technology,V,S2,Psychology,42.0,97.0,DC,dominant-conscientious,INTJ,109.51351351351352,27.464839094159714,10
EMP101023,Yuni Ginting,460178.0,33,PT VASKA Wellness,Store,Finance Officer,Finance,Digital Marketing,Technology,IV,D3,Statistics,76.0,45.0,CS,conscientious-steadiness,Unknown,137.0,24.0,5
EMP101024,Citra Situmorang,688308.0,30,PT Mandala Distribution Center,HQ,Supply Planner,R&D,Talent Management,Commercial,IV,D3,Statistics,52.0,38.0,ID,influencer-dominant,ISFJ,98.0,23.0,2
EMP101025,Tania Lestari Indrawan,297587.0,29,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Sales,Commercial,IV,SMA,Engineering,42.0,83.0,CS,conscientious-steadiness,ISTP,122.0,24.0,6
EMP101026,Eko Santoso,739417.0,83,PT Aurora Beauty Indonesia,Store,Supply Planner,Marketing,Operations,Technology,V,SMA,Business,86.0,91.0,SC,steadiness-conscientious,ISTJ,109.51351351351352,27.464839094159714,2
EMP101027,Kartika Anugrah Halim,720859.0,47,PT VASKA Wellness,Plant,HRBP,IT,Operations,Technology,III,D3,Engineering,89.0,37.0,IC,influencer-conscientious,ISFJ,140.0,30.0,7
EMP101028,Dwi Sinaga,365169.0,45,PT VASKA Wellness,Store,HRBP,IT,Operations,Technology,IV,D3,Economics,65.0,78.0,CS,conscientious-steadiness,INFP,130.0,32.0,2
EMP101029,Ayunda Situmorang,443416.0,31,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,R&D,Sales,HR & Corp Affairs,V,S1,Design,22.0,84.0,DC,dominant-conscientious,ISTJ,103.0,30.0,1
EMP101030,Dimas Ananda,999361.0,56,PT VASKA Wellness,Store,Finance Officer,Marketing,Operations,HR & Corp Affairs,III,D3,Psychology,86.0,64.0,CD,conscientious-dominant,ESFJ,109.51351351351352,27.464839094159714,10
EMP101031,Putri Wijaya,150376.0,36,PT VASKA Wellness,HQ,Sales Supervisor,IT,Operations,Technology,V,S2,Engineering,69.0,50.0,IC,influencer-conscientious,INTP,87.0,32.0,3
EMP101032,Zaki Utama Pratomo,536520.0,41,PT Mandala Distribution Center,HQ,Data Analyst,HR,Product Dev,Commercial,IV,S1,Engineering,72.0,92.0,IS,influencer-steadiness,ENTJ,96.0,29.0,4
EMP101033,Citra Saputra,659460.0,27,PT VASKA Wellness,HQ,Supply Planner,HR,Operations,Technology,IV,S2,Engineering,92.0,74.0,ID,influencer-dominant,ENTJ,140.0,32.0,7
EMP101034,Citra Rohman,578591.0,34,PT Lumo Cosmetics Asia,HQ,Finance Officer,Operations,Sales,Technology,V,SMA,Design,69.0,23.0,ID,influencer-dominant,Unknown,117.0,27.0,10
EMP101035,Luthfi Zulfikar,777863.0,48,PT VASKA Wellness,HQ,Finance Officer,IT,Product Dev,Commercial,III,D3,Engineering,96.0,95.0,ID,influencer-dominant,ENFJ,119.0,25.0,10
EMP101036,Mahendra Santoso,631368.0,37,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Finance,Product Dev,Technology,V,D3,Psychology,100.0,99.0,SC,steadiness-conscientious,ENFP,131.0,22.0,9
EMP101037,Rani Utama Gunawan,326021.0,2,PT Aurora Beauty Indonesia,Store,Sales Supervisor,Finance,Product Dev,Commercial,V,S1,Psychology,28.0,58.0,SC,steadiness-conscientious,ENFP,138.0,22.0,5
EMP101038,Ayunda Lestari Sinaga,121286.0,43,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,D3,Economics,82.0,100.0,CS,conscientious-steadiness,Unknown,124.0,32.0,8
EMP101039,Fajar Pamungkas,347604.0,31,PT VASKA Wellness,Store,Supply Planner,Operations,Sales,Commercial,IV,SMA,Psychology,72.0,78.0,ID,influencer-dominant,ISTJ,111.0,29.0,2
EMP101040,Ayunda Hidayat,518158.0,73,PT Aurora Beauty Indonesia,HQ,Finance Officer,Marketing,Product Dev,HR & Corp Affairs,V,S2,Business,99.0,56.0,IC,influencer-conscientious,ISFP,109.51351351351352,27.464839094159714,1
EMP101041,Hana Dharma Hidayat,980204.0,50,PT VASKA Wellness,Plant,Brand Executive,HR,Talent Management,Technology,V,S2,Statistics,77.0,57.0,CS,conscientious-steadiness,INTP,109.51351351351352,35.0,1
EMP101042,Lestari Utami,888516.0,5,PT Mandala Distribution Center,Plant,HRBP,Marketing,Digital Marketing,Commercial,III,S1,Business,62.0,77.0,IS,influencer-steadiness,INFJ,109.51351351351352,27.464839094159714,2
EMP101043,Joko Rachman Setiawan,431590.0,37,PT Lumo Cosmetics Asia,Plant,HRBP,Marketing,Digital Marketing,Commercial,V,SMA,Design,50.0,50.0,SD,steadiness-dominant,ENFJ,109.51351351351352,27.464839094159714,9
EMP101044,Nabila Lestari Sinaga,100965.0,58,PT Mandala Distribution Center,Store,HRBP,HR,Digital Marketing,HR & Corp Affairs,IV,S2,Psychology,98.0,22.0,CI,conscientious-influencer,ISTJ,94.0,41.0,2
EMP101045,Putri Mahendra,461838.0,59,PT Mandala Distribution Center,Store,Brand Executive,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,44.0,62.0,DC,dominant-conscientious,INFP,139.0,21.0,9
EMP101046,Rama Wibowo,612536.0,56,PT Mandala Distribution Center,Distribution,Supply Planner,IT,Sales,Technology,IV,S1,Statistics,60.0,91.0,IS,influencer-steadiness,ISTP,119.0,35.0,7
EMP101047,Lestari Ganesha Fauziah,420981.0,55,PT Mandala Distribution Center,Distribution,HRBP,Finance,Operations,Technology,V,S2,Statistics,82.0,80.0,SI,steadiness-influencer,ESFJ,89.0,23.0,7
EMP101048,Rama Nabila Hasibuan,330012.0,51,PT VASKA Wellness,Store,Supply Planner,IT,Product Dev,Commercial,IV,S2,Design,33.0,45.0,ID,influencer-dominant,INTP,81.0,30.0,5
EMP101049,Teguh Subekti,870495.0,25,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,V,S2,Design,67.0,70.0,DI,dominant-influencer,ENFP,109.51351351351352,27.464839094159714,6
EMP101050,Dimas Saputra Herlambang,210438.0,23,PT VASKA Wellness,HQ,HRBP,R&D,Digital Marketing,Technology,V,D3,Design,47.0,52.0,IC,influencer-conscientious,ENFJ,91.0,17.0,10
EMP101051,Bella Permadi,533982.0,74,PT Lumo Cosmetics Asia,HQ,Supply Planner,IT,Talent Management,HR & Corp Affairs,V,D3,Design,52.0,41.0,IS,influencer-steadiness,ESTP,111.0,21.0,6
EMP101052,Nadia Zulfikar Sinaga,467066.0,102,PT Lumo Cosmetics Asia,Plant,Supply Planner,HR,Talent Management,Technology,IV,SMA,Psychology,95.0,53.0,DI,dominant-influencer,ISFJ,109.51351351351352,33.0,5
EMP101053,Evi Hartanto,759542.0,28,PT Mandala Distribution Center,Distribution,Supply Planner,Finance,Product Dev,Technology,IV,S1,Psychology,74.0,67.0,CI,conscientious-influencer,ISFJ,133.0,33.0,9
EMP101054,Yuni Erlangga Subekti,656817.0,12,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,IT,Sales,Technology,V,D3,Economics,88.0,38.0,CD,conscientious-dominant,Unknown,118.0,28.0,5
EMP101055,Yoga Candra Hartanto,296785.0,38,PT VASKA Wellness,Distribution,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,IV,S2,Engineering,63.0,69.0,ID,influencer-dominant,ESFJ,118.0,25.0,1
EMP101056,Umar Hartanto,880589.0,33,PT VASKA Wellness,HQ,Finance Officer,Marketing,Product Dev,Technology,V,S1,Psychology,76.0,52.0,DI,dominant-influencer,Unknown,109.51351351351352,27.464839094159714,2
EMP101057,Dinda Anggara,818913.0,44,PT VASKA Wellness,HQ,HRBP,R&D,Operations,Commercial,III,SMA,Business,20.0,99.0,IC,influencer-conscientious,ENTP,119.0,28.0,3
EMP101058,Umar Yulianto,532927.0,31,PT Mandala Distribution Center,HQ,Data Analyst,Finance,Operations,Technology,III,S1,Engineering,70.0,21.0,ID,influencer-dominant,ENTJ,110.0,18.0,3
EMP101059,Tania Fadillah Firmansyah,699881.0,78,PT Lumo Cosmetics Asia,Plant,Brand Executive,Operations,Product Dev,Technology,V,D3,Psychology,24.0,64.0,IC,influencer-conscientious,ISTP,134.0,28.0,1
EMP101060,Galih Fauziah,408249.0,52,PT Mandala Distribution Center,HQ,Finance Officer,Finance,Product Dev,Commercial,V,S2,Statistics,42.0,69.0,CI,conscientious-influencer,ISFJ,84.0,30.0,7
EMP101061,Ayu Handayani,435734.0,53,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,V,S2,Economics,91.0,33.0,IS,influencer-steadiness,ENFP,109.51351351351352,27.464839094159714,2
EMP101062,Rifqi Jatmiko Wijaya,768212.0,4,PT Aurora Beauty Indonesia,Plant,HRBP,Marketing,Digital Marketing,Technology,III,SMA,Design,91.0,68.0,CS,conscientious-steadiness,ENTP,109.51351351351352,27.464839094159714,5
EMP101063,Rendra Kusuma Siregar,560159.0,35,PT VASKA Wellness,HQ,Data Analyst,HR,Talent Management,Technology,III,D3,Business,54.0,95.0,CS,conscientious-steadiness,ESFJ,86.0,31.0,2
EMP101064,Oktavia Mahendra,497662.0,78,PT VASKA Wellness,HQ,Brand Executive,Operations,Sales,Commercial,III,S1,Psychology,82.0,61.0,CI,conscientious-influencer,INFJ,122.0,25.0,3
EMP101065,Nabila Kusuma Gunawan,570985.0,13,PT Lumo Cosmetics Asia,Plant,Supply Planner,Finance,Digital Marketing,Technology,V,S1,Design,92.0,98.0,SI,steadiness-influencer,INFP,140.0,37.0,5
EMP101066,Novi Hartanto,827793.0,27,PT Aurora Beauty Indonesia,Store,Supply Planner,R&D,Sales,Technology,III,S2,Business,96.0,58.0,SD,steadiness-dominant,Unknown,85.0,35.0,6
EMP101067,Galih Kusuma Ramadhan,392448.0,1,PT VASKA Wellness,Distribution,Brand Executive,R&D,Sales,HR & Corp Affairs,IV,SMA,Design,34.0,100.0,IC,influencer-conscientious,INFJ,113.0,17.0,9
EMP101068,Kurnia Erlangga Maulana,966314.0,52,PT Aurora Beauty Indonesia,HQ,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,S2,Business,49.0,23.0,DI,dominant-influencer,ESFP,109.51351351351352,27.464839094159714,2
EMP101069,Ayu Erlangga Kurniawan,898560.0,52,PT Lumo Cosmetics Asia,HQ,Data Analyst,Operations,Talent Management,Commercial,IV,D3,Psychology,95.0,42.0,SD,steadiness-dominant,INTP,123.0,20.0,7
EMP101070,Nugroho Hasibuan,503961.0,52,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Operations,Commercial,V,S2,Business,50.0,51.0,CD,conscientious-dominant,ESTJ,94.0,35.0,7
EMP101071,Wulan Pratama,156923.0,29,PT VASKA Wellness,Store,Supply Planner,IT,Operations,Commercial,V,D3,Statistics,58.0,47.0,IS,influencer-steadiness,ENTJ,122.0,22.0,2
EMP101072,Adi Pramudita Indrawan,534445.0,15,PT VASKA Wellness,Plant,HRBP,Finance,Product Dev,Commercial,III,S2,Engineering,22.0,67.0,CD,conscientious-dominant,INTP,138.0,29.0,5
EMP101073,Nabila Utami,250951.0,56,PT Mandala Distribution Center,Store,Sales Supervisor,Marketing,Sales,HR & Corp Affairs,V,D3,Business,93.0,86.0,CI,conscientious-influencer,ESTJ,109.51351351351352,27.464839094159714,7
EMP101074,Nabila Aji Kusuma,566059.0,63,PT VASKA Wellness,Plant,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,SMA,Psychology,37.0,23.0,ID,influencer-dominant,ENFP,109.51351351351352,27.464839094159714,6
EMP101075,Hadi Wijaya Gunawan,494272.0,97,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Sales,Commercial,III,S2,Design,26.0,70.0,DC,dominant-conscientious,ISTP,103.0,20.0,10
EMP101076,Satya Pamungkas,796070.0,63,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Product Dev,Technology,V,S2,Psychology,66.0,54.0,SI,steadiness-influencer,ENFJ,80.0,31.0,10
EMP101077,Hana Dharma Maulida,117103.0,46,PT Mandala Distribution Center,Store,Supply Planner,R&D,Product Dev,Commercial,III,S1,Economics,74.0,92.0,IS,influencer-steadiness,ESTP,96.0,21.0,6
EMP101078,Satya Saputra,669054.0,97,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Business,59.0,54.0,IC,influencer-conscientious,INTJ,135.0,14.0,10
EMP101079,Bayu Sinaga,463325.0,5,PT VASKA Wellness,Plant,Sales Supervisor,R&D,Operations,Technology,IV,D3,Economics,70.0,90.0,CS,conscientious-steadiness,INTJ,127.0,27.0,9
EMP101080,Galih Zulfikar Ramadhan,785890.0,29,PT Aurora Beauty Indonesia,HQ,Brand Executive,Finance,Sales,HR & Corp Affairs,III,S1,Business,66.0,37.0,CS,conscientious-steadiness,ISTJ,128.0,19.0,7
EMP101081,Putri Nabila Rohman,898136.0,53,PT Mandala Distribution Center,HQ,Brand Executive,Finance,Digital Marketing,Commercial,III,SMA,Psychology,27.0,42.0,ID,influencer-dominant,ENFP,124.0,30.0,7
EMP101082,Rani Permadi,212470.0,43,PT Aurora Beauty Indonesia,Store,Brand Executive,Operations,Talent Management,Technology,III,S1,Economics,29.0,95.0,CI,conscientious-influencer,ESTJ,94.0,26.0,5
EMP101083,Adit Salsabila,826082.0,29,PT Mandala Distribution Center,Distribution,HRBP,Marketing,Talent Management,Commercial,IV,SMA,Psychology,58.0,39.0,CI,conscientious-influencer,ISTP,109.51351351351352,27.464839094159714,9
EMP101084,Fitri Hartanto,471131.0,47,PT Mandala Distribution Center,Plant,Finance Officer,R&D,Operations,HR & Corp Affairs,IV,S2,Design,48.0,56.0,ID,influencer-dominant,ENFP,139.0,32.0,7
EMP101085,Rendra Maulana,629636.0,120,PT VASKA Wellness,Distribution,Sales Supervisor,Operations,Operations,Commercial,V,SMA,Design,99.0,54.0,CS,conscientious-steadiness,ENFJ,94.0,36.0,10
EMP101086,Nugroho Maulana,638811.0,3,PT VASKA Wellness,Store,Data Analyst,R&D,Digital Marketing,Technology,III,D3,Psychology,62.0,32.0,CD,conscientious-dominant,ENFP,116.0,22.0,5
EMP101087,Rendra Saputra Gunawan,318120.0,86,PT Lumo Cosmetics Asia,Store,Brand Executive,Operations,Talent Management,Commercial,IV,S1,Design,58.0,71.0,SD,steadiness-dominant,INFJ,81.0,26.0,3
EMP101088,Rama Jatmiko Gunawan,861774.0,54,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Sales,Technology,V,D3,Economics,99.0,73.0,SC,steadiness-conscientious,ENFP,114.0,27.0,1
EMP101089,Nabila Salsabila,983417.0,33,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Talent Management,Technology,III,S1,Business,95.0,79.0,CI,conscientious-influencer,INFP,127.0,17.0,1
EMP101090,Bella Fauziah,674936.0,74,PT Lumo Cosmetics Asia,HQ,Data Analyst,IT,Sales,Commercial,III,S2,Business,82.0,48.0,DS,dominant-steadiness,INFP,129.0,32.0,4
EMP101091,Ari Saputra Pamungkas,393266.0,11,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Engineering,58.0,36.0,CS,conscientious-steadiness,Unknown,117.0,31.0,7
EMP101092,Rani Gunawan,988740.0,57,PT VASKA Wellness,HQ,Brand Executive,Operations,Product Dev,Commercial,III,D3,Design,51.0,30.0,ID,influencer-dominant,INFP,104.0,16.0,4
EMP101093,Joko Iqbal Lestari,679557.0,60,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,SMA,Economics,22.0,64.0,SD,steadiness-dominant,ENTJ,109.51351351351352,27.464839094159714,1
EMP101094,Novi Zulfikar Handayani,891088.0,27,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,IT,Digital Marketing,Technology,III,D3,Engineering,66.0,73.0,SI,steadiness-influencer,INTJ,120.0,27.0,8
EMP101095,Nadia Simanjuntak,398502.0,9,PT Mandala Distribution Center,Distribution,Sales Supervisor,Operations,Talent Management,Commercial,III,S2,Economics,21.0,34.0,SC,steadiness-conscientious,ESFJ,106.0,29.0,2
EMP101096,Rizka Wijaya,240175.0,43,PT Aurora Beauty Indonesia,HQ,Data Analyst,Marketing,Talent Management,Technology,V,D3,Economics,26.0,38.0,SD,steadiness-dominant,ENFP,109.51351351351352,27.464839094159714,6
